name,category
Imgfaieng9kj,generic
Imgfakdl6ldi,generic
Imgfb4vepmaj,generic
Imgfba6bcloj,generic
Imgfbanse3ij,generic
Imgfbarogjoj,generic
Imgfbc7qfrhj,generic
Imgfbgxkmmlj,generic
Imgfbihtadpj,generic
Kmgfayaetecj,generic
Kmgfbanqawaj,generic
Kmgfbiyyexdj,generic
Kmgfbkg9x5mj,generic
Kmgfbm6vgbgj,generic
Kmgfboxsnoij,generic
Kmgfbsaigihj,generic
Kmgfbwn4nscj,generic
Kmifa4gyw7ig,generic
Kmjfa0a48fd,generic
Kmkfa028cijb,generic
Kmkfa4j7b,generic
Kmkfaqpqt6dj,generic
Kmkfau,generic
Kmod,generic
Kmuaaapyemni,generic
Kmwfai6s9dfm,generic
Kmwfaugu9wim,generic
Knlfxw8zjaam,generic
Lptphw,generic
Lptpmgfba3bt4mab,generic
Lptpmgfbosovxhib,generic
Lptpmkfbwaufoiib,generic
Lptpmkfbwhaoujib,generic
Lptpngfbmzgeieib,generic
Lptqhw,generic
Lptqiwabeyaudbgb,generic
Lptqmgfb02rsmhac,generic
LptqmgfbOrnofeac,generic
Lptqmgfbing1slac,generic
Lptqmgfbiq2pviac,generic
Lptqmgfbobr2ueac,generic
LptqmgfbwfSssjib,generic
Lptrmgfbib,generic
Lptrpkfbsnx5fhqb,generic
LptsmgfbOzrtbkib,generic
Lptsmgfbgzrxrjib,generic
Lptsmgfboesomlib,generic
Lptsmgfbuhlocaib,generic
Lptsnkfbsvsjbmob,generic
Lptspkfb8cmmkhqb,generic
Lptumqabowd4ujob,generic
Lptviwfbov4fniab,generic
Lptwmgfb4z6n4iib,generic
Lptwnkfbg54b8pob,generic
Lptxmgfawzwdhdc,generic
LptxoObawu6w9mo,generic
Lptygz,generic
Lptymjfb48tmvnib,generic
MghoaDosg9gi,generic
Mqhoaa3wj2di,generic
Mqhoagdoywpi,generic
Mghoaubf3bki,generic
Mr5aaesopsc,generic
Mrcl,generic
Mrcn,generic
Mrcr,generic
Mrcs,generic
Mrda,generic
Mrdc,generic
Mrde,generic
Mrdg,generic
Mrdo,generic
Mrdp,generic
Mrdy,generic
Mreg,generic
Mrej,generic
Mrek,generic
Mresmon,generic
Mrev,generic
Mrew,generic
Mrey,generic
Mrfb,generic
Mrfn,generic
Mrfr,generic
Mrfv,generic
Mrgs,generic
Mrgt,generic
Mrgx,generic
Mrhf,generic
Mrhn,generic
Mrho,generic
Mrhp,generic
Mrhy,generic
Mrii,generic
Mrip,generic
Mrix,generic
Mrjd,generic
Mrjh,generic
Mrji,generic
Mrjk,generic
Mrjm,generic
Mrjq,generic
Mrjr,generic
Mrju,generic
Mrjv,generic
Mrjy,generic
Mrjz,generic
Mrkb,generic
Mrki,generic
Mrkq,generic
Mrmi,generic
Mrmj,generic
Mrng,generic
Mrny,generic
Mrob,generic
Mrof,generic
Mrov,generic
Mrow,generic
Mrpc,generic
Mrpg,generic
Mrpi,generic
Mrpj,generic
Mrpu,generic
Mrge,generic
Mrgr,generic
Mrqy,generic
Mrqz,generic
Mrra,generic
Mrrj,generic
Mrrk,generic
Mrsh,generic
Mrsi,generic
Mrsj,generic
Mrsn,generic
Mrsq,generic
Mrsw,generic
Mrsy,generic
Mrsz,generic
Mrtg,generic
Mrth,generic
Mrtk,generic
Mrts,generic
Mrtt,generic
Mrub,generic
Mruf,generic
Mruk,generic
Mrul,generic
Mrugq,generic
Mrut,generic
Mruw,generic
Mruy,generic
Mruz,generic
Mrvb,generic
Mrvc,generic
Mrvi,generic
Mryy,generic
Mrvn,generic
Mrvq,generic
Mrvs,generic
Mrvt,generic
Mrwe,generic
Mrwn,generic
Mrwqg,generic
Mrwr,generic
Mrws,generic
Mrwu,generic
Mrww,generic
Mrwx,generic
Mrxg,generic
Pmgfbsfesocj,generic
Pmgfrxibc8fic,generic
Pmifada4std,generic
Pmijfbfaijlk,generic
Pmjfbiuékyb,generic
Pmkfaiq2fij,generic
Smgfbulpapl,generic
Smgfr9qe8oloe,generic
Tmjfawwdjoel,generic
Tmifbqzsvsl,generic
Tmjfrd5efjooh,generic
Tmkfaeptwshi,generic
Tmkfassm5ocj,generic
Tmkffjcyp7ho,generic
Tmkfvwciipoi,generic
Tmmfbytingoi,generic
Tmnfritgsoak,generic
Uiwfacrrdypb,generic
Uiwfawletvnb,generic
Ujexq,generic
Ukgxx,generic
Umgfbeyu7ahj,generic
Umjfao2i9nl,generic
Umijfrl6y5kgim,generic
Vcybbwgxonmi,generic
Vd0auqpbhxki,generic
Woripecs,generic
Wpnfrlo2aockd,generic
Wprotmanager,generic
Wqta,generic
Wronginf,generic
Ws3arxepopoax,generic
Wtzahhuwofl,generic
Wudisable,generic
Wuftpd,generic
Wuji,generic
Wuwbbyusjhh,generic
Wyhymyz,generic
Wz0arbbqminby,generic
Wz0au4eelhn,generic
Wz0aumyrbi,generic
Wzybp,generic
X2000m,generic
X2km,generic
X3bcu6yu7db,generic
X97m,generic
Xa2auox3xkoi,generic
Xcnfe,generic
Xdhcas2wbpab,generic
Xdvsl,generic
Xdxmv,generic
Xegumumune,generic
Xejhd,generic
Xgsh4rm,generic
Xizfawwyz0ab,generic
Xkit,generic
Xkjdi,generic
Xmijfa0a48fd,generic
Xmkfaovgtvmi,generic
Xmicore,generic
Xmipars,generic
Xmlispan,generic
Xmlitask,generic
XmwfrxyxOmigd,generic
Xnjfhip39qgi,generic
Xnkfrnijiwdjf,generic
Xogfaowizgnbg,generic
Xoron,generic
Xowaa0oinbcg,generic
Xozbrhmiuifbz,generic
Xpaj,generic
Xpjfa0a48fd,generic
Xploder,generic
Xploit,generic
Xployt,generic
Xpmmap,generic
Xpun,generic
Xpyn,generic
Xqfif,generic
Xr0a441brxgb,generic
Xrlve,generic
Xrznj,generic
Xtob,generic
Xtwaviytagegn,generic
Xvdfu,generic
Xwxbbskyjlp,generic
Xx3bcu6yu7db,generic
Xxyqka,generic
Xylauncher,generic
XzOau4tc7vg,generic
XzOaus4t4zej,generic
Xzelq,generic
YOaua5csge,generic
Yoya7lhzw8i,generic
Yoyop,generic
Ypib,generic
Ypjfa0a48fd,generic
Yquaac1z87g,generic
Yttti,generic
YuObfSfgzrfi,generic
YuObfba,generic
YuObflnrd4ei,generic
YuObfncvkoji,generic
Yuanpay,generic
Ywarhz9vefah,generic
Yxdown,generic
YyOau8u0kefb,generic
Yyesr,generic
Yytri,generic
YzOazal4ljci,generic
ZOrbj,generic
Z3a4qxlobc,generic
Z7jfb,generic
ZaQauqkdxfpi,generic
Za3aas3naoki,generic
Zababa,generic
Zaccl,generic
Zack,generic
Zadved,generic
Zaka,generic
Zamg,generic
Zampol,generic
Zapis,generic
Zapka,generic
Zaraza,generic
Zard,generic
Zawet,generic
Zbiw,generic
Zboter,generic
Zcbhiv,generic
Zcfpe,generic
Zdlder,generic
Zebt,generic
Zedopoo,generic
Zedset,generic
Zeleffo,generic
Zema,generic
Zemsilf,generic
Zenlod,generic
Zenpack,generic
Zenpak,generic
Zepfod,generic
Zesibund,generic
Zf2bbccy99gj,generic
Zf2bbclbnwij,generic
Zf2bbibljsbj,generic
Zf3bbixzqlej,generic
Zfnaa,generic
Zgwcrpu6rhegh,generic
Zhelatin,generic
Zhidian,generic
Zhou,generic
Zhui,generic
Zicsl,generic
Zilix,generic
Zippyloader,generic
Ziqab4rv1zj,generic
Zmhfbc187dob,generic
Zmhfbgcfxlej,generic
Zmjfa0a48fd,generic
Zmijfacpvoopj,generic
Zmijfagimbdp,generic
Zmk98mvck,generic
Zmkfag4gtgl,generic
Zmkffduhnhbi,generic
Zmkfxkagpxpi,generic
Zmlfa4jutknb,generic
Zmutzy,generic
Znhfrby61leoh,generic
Znhfrxxvnofoh,generic
Zniu,generic
Znjfa0a48fd,generic
Znkfv9idawjbi,generic
Znsfw5crxxki,generic
Zofo,generic
Zogom,generic
Zolpiq,generic
Zonidel,generic
Zonie,generic
Zonobindi,generic
lockbit,new
emotet,new
trickbot,new
wannacry,new
notpetya,new
zeus,new
dridex,new
cryptolocker,new
ryuk,new
gandcrab,new
sodinokibi,new
maze,new
revil,new
doppelpaymer,new
cerber,new
darkside,new
conti,new
cobaltstrike,new
mirai,new
conficker,new
iloveyou,new
stuxnet,new
shamoon,new
blackenergy,new
duqu,new
flame,new
finfisher,new
finspy,new
carbanak,new
plugx,new
hancitor,new
qbot,new
zloader,new
agenttesla,new
formbook,new
nanocore,new
remcos,new
lokibot,new
kovter,new
ursnif,new
pony,new
azorult,new
glupteba,new
mimikatz,new
wannamine,new
coinminer,new
petya,new
badrabbit,new
samsam,new
wastedlocker,new
goldeneye,new
bluekeep,new
blackbasta,new
clop,new
gootkit,new
locky,new
cerberus,new
anubis,new
ghostrat,new
njrat,new
adwind,new
xloader,new
crysis,new
ransomexx,new
egregor,new
nefilim,new
ragnarlocker,new
thanos,new
valak,new
netwalker,new
bazarloader,new
qakbot,new
hades,new
vawtrak,new
megacortex,new
robbinhood,new
macransom,new
keranger,new
shlayer,new
jaff,new
necurs,new
agentbtz,new
wiper,new
coinhive,new
satan,new
torpig,new
shifu,new
nitol,new
andromeda,new
gameoverzeus,new
blackpos,new
irongate,new
triton,new
dragonfly,new
apt28,new
apt29,new
turla,new
darkhotel,new
lazarusgroup,new
redoctober,new
rovnix,new
shadowpad,new
sunburst,new
solarwindshack,new
fin11,new
carrotbat,new
icedid,new
oski,new
smokeloader,new
machete,new
zebrocy,new
oilrig,new
industroyer,new
wannaren,new
netsky,new
sobig,new
codered,new
slammer,new
blaster,new
sasser,new
mydoom,new
klez,new
nimda,new
bagle,new
cih,new
melissa,new
magister,new
sircam,new
sober,new
stormworm,new
zeuspanda,new
ramnit,new
tinba,new
spyeye,new
kelihos,new
upatre,new
vundo,new
agentsmith,new
chthonic,new
blackenergy,new
rakhni,new
scarab,new
hiddentear,new
virlock,new
bitpaymer,new
matrix,new
dharma,new
cobalt,new
rapid,new
shade,new
globeimposter,new
pwndlocker,new
prolock,new
medusalocker,new
avaddon,new
pay2key,new
suncrypt,new
cuba,new
mountlocker,new
babuk,new
thiefquest,new
evilquest,new
goldenspy,new
bluemockingbird,new
lemondduck,new
kinsing,new
lucifer,new
gozi,new
dyre,new
goznym,new
carberp,new
popcorntime,new
nemucod,new
slocker,new
spora,new
torrentlocker,new
rakhni,new
powerware,new
princesslocker,new
pylocky,new
satana,new
stampado,new
synack,new
xdata,new
zcryptor,new
apt1,new
apt3,new
apt10,new
apt12,new
apt17,new
apt18,new
apt19,new
apt32,new
apt33,new
apt34,new
apt35,new
apt37,new
apt38,new
apt39,new
apt41,new
cobaltgroup,new
fin4,new
fin6,new
fin7,new
sandworm,new
equationgroup,new
oceanlotus,new
nightdragon,new
hiddencobra,new
copykittens,new
deeppanda,new
winnti,new
naikon,new
pittytiger,new
scarcruft,new
seedworm,new
shadowbrokers,new
silencegroup,new
sofacy,new
stonepanda,new
teamtnt,new
thedukes,new
titanrain,new
volatilecedar,new
wickedpanda,new
wirte,new
equationdrug,new
doublepulsar,new
expetr,new
ghostcat,new
heartbleed,new
shellshock,new
drown,new
poodle,new
freak,new
stagefright,new
meltdown,new
spectre,new
krack,new
zombieload,new
magecart,new
evilnum,new
silentlibrarian,new
darkhydrus,new
muddywater,new
sunburst,new
solarwinds,new
hafnium,new
pulsesecure,new
trickboot,new
quantum,new
lockfile,new
macaw,new
avoslocker,new
charon,new
pysa,new
diavol,new
haron,new
karma,new
qlocker,new
sfile,new
xinglocker,new
rook,new
redalert,new
nokoyawa,new
lapsus$,new
snapmc,new
memento,new
phobos,new
akira,new
blackbyte,new
alphv,new
blackcat,new
yanluowang,new
ransomwareasaservice,new
alureon,new
bamital,new
beebone,new
bunitu,new
caphaw,new
kegotip,new
kronos,new
lurk,new
mebroot,new
shylock,new
simda,new
sinowal,new
smokeloader,new
sphinx,new
svpeng,new
tatanga,new
terdot,new
zotob,new
mahdi,new
gh0strat,new
poisonivy,new
sakula,new
prorat,new
xtremerat,new
blackshades,new
darkcomet,new
luminositylink,new
revengerat,new
betabot,new
emdivi,new
keybase,new
hupigon,new
gauss,new
miniduke,new
olympicdestroyer,new
regin,new
shadowhammer,new
eternalblue,new
doublelocker,new
filecoder,new
ghostcrypt,new
jigsaw,new
lechiffre,new
lockergoga,new
maktublocker,new
mischa,new
mobef,new
nozelesn,new
rensenware,new
simplelocker,new
cryptomix,new
blackrose,new
badblock,new
wannalocker,new
powerghost,new
anatova,new
nemty,new
ransomgod,new
virobotnet,new
zerocleare,new
badeagle,new
basbanke,new
bianlian,new
danabot,new
darkcrystalrat,new
deathransom,new
dunihi,new
ekans,new
elex,new
evilgrab,new
fakespy,new
flawedammyy,new
gamut,new
godzillaloader,new
gravityrat,new
helixkitten,new
hermeticwiper,new
htran,new
javali,new
jsworm,new
karmen,new
keyboy,new
kodelso,new
komprogo,new
kr00k,new
kukac,new
kwampirs,new
ladyboyle,new
lockpos,new
matryoshka,new
minipanzer,new
nanhaishu,new
netkey,new
nodersok,new
noreboot,new
notcompatible,new
nullmixer,new
okrum,new
onionduke,new
opfake,new
powerpool,new
predatorthethief,new
purplefox,new
raccoonstealer,new
rajab,new
ramdo,new
redaman,new
reveton,new
rietspoof,new
rombertik,new
rootnik,new
rowhammer,new
saintbot,new
sazoora,new
scarabey,new
sdbbot,new
sectoprat,new
servhelper,new
shakti,new
shaktitrojan,new
silencetrojan,new
skip,new
sodin,new
sorebrect,new
spambot,new
strongpity,new
ta505,new
thallium,new
timpdoor,new
trickster,new
uboatrat,new
varenyky,new
vegastealer,new
vikinghorde,new
vobfus,new
w32disttrack,new
waterbug,new
wellmess,new
wifiduck,new
xagent,new
xafecopy,new
yahoyah,new
zeusvm,new
zyklon,new
coffeeminer,new
hiddenbee,new
hiddenwasp,new
ironmarch,new
joker,new
loadpcbanker,new
moonbounce,new
mylobot,new
silex,new
simbad,new
sodinokibi,new
spideybot,new
windigo,new
babar,new
dacls,new
evilbunny,new
golddragon,new
invisimole,new
jhonerat,new
kimsuky,new
kiwimobile,new
macspy,new
miori,new
mispadu,new
mongolock,new
muzzle,new
neuron,new
nirjax,new
nrsminer,new
plead,new
pleaddownloader,new
poetrat,new
purplelambert,new
ramsay,new
riltok,new
satori,new
shadowgate,new
skidmap,new
sload,new
tajmahal,new
tropictrooper,new
vorasploit,new
waterminer,new
xhelper,new
xwo,new
yatron,new
zacinlo,new
tinytrojanhorse,new
babylonrat,new
cyberspionage,new
tordns,new
abyss,new
remnant,new
ghostpush,new
bowes,new
ciadbot,new
redline,new
sysjoker,new
clipbanker,new
acidrain,new
ddkeylogger,new
redlineinfostealer,new
osxkeydnap,new
osxfakeflash,new
osxmaliciousinstaller,new
osxfruitfly,new
osxkrackattack,new
osxmshelper,new
osxsofacy,new
osxcallme,new
osximuler,new
osxflashback,new
osxmawie,new
osxopinionspy,new
osxleap,new
osxminesteal,new
osxnetwire,new
osxportreuse,new
osxproton,new
osxsabpub,new
osxslackbot,new
osxwindtail,new
osxwirenet,new
osxyontoo,new
xcodeghost,new
wirelurker,new
triada,new
hiddad,new
xiny,new
bankbot,new
guloader,new
neurevt,new
zeroaccess,new
yakes,new
nbot,new
nymaim,new
tdl4,new
monerominer,new
smartbot,new
smominru,new
dorkbot,new
faceliker,new
cryptbot,new
quakbot,new
hawkeye,new
eda2,new
arkei,new
vidar,new
netwire,new
predator,new
gravityrat,new
sakula,new
hkit,new
mokes,new
chanitor,new
asprox,new
mewsei,new
redleaves,new
atmos,new
c0d0so0,new
briba,new
wannaeat,new
gapz,new
gaslamp,new
luabot,new
waledac,new
cutwail,new
feodo,new
pushdo,new
pykspa,new
kronos,new
ursnif,new
matousec,new
spartan,new
ccleanerhack,new
ccleanerbackdoor,new
mediyes,new
ecltys,new
tinypos,new
virut,new
sality,new
alina,new
fastpos,new
poscardstealer,new
vskimmer,new
dexter,new
malwarepos,new
proccesshacker,new
corebot,new
asruex,new
artemis,new
panda,new
mmdownload,new
magniber,new
wendy,new
cryakl,new
rekoobe,new
xnscaler,new
xtunnel,new
loudminer,new
xbash,new
marap,new
fallchill,new
ikeymonitor,new
bancos,new
banbra,new
banker,new
bankpatch,new
deloder,new
foretype,new
fruhat,new
ircbot,new
lmir,new
multibanker,new
papras,new
padodor,new
protonbot,new
rc2trojan,new
rilerat,new
sensode,new
sathurbot,new
usteal,new
wecorl,new
adoberdr,new
antiscan,new
backdoorbot,new
blackhole,new
boaxxe,new
bondat,new
bustede,new
cbeplay,new
comrade,new
cybergate,new
darkbot,new
darkshell,new
darktrack,new
cyberbot,new
fakems,new
fignotok,new
grakate,new
hdoor,new
heodo,new
hootloot,new
medfos,new
microfake,new
morcut,new
nabsid,new
netbus,new
nettraveler,new
nocturnalstealer,new
sytro,new
sysrat,new
t9000,new
terminator,new
tinyinstaller,new
vbflash,new
vilsel,new
vjworm,new
w32dloader,new
webmonitor,new
webmonitorrat,new
webworm,new
xtrat,new
zanubis,new
zodiac,new
zlob,new
anydesk,new
cloudmid,new
flubot,new
iceid,new
masterbootrecord,new
medusa,new
purplelambot,new
nerveagent,new
nuclearrat,new
palevo,new
spyevil,new
tvspy,new
darktequila,new
clown,new
dirtycow,new
slingshot,new
shurllocker,new
b0r0nt0k,new
nodejsminer,new
oldbug,new
mindlost,new
coinminerlinux,new
ibombshell,new
ysoserial,new
softcell,new
exobot,new
urpage,new
blackrouter,new
shurl0cker,new
swatbanker,new
silenttrinity,new
woodrat,new
telnetbot,new
greenflashsundown,new
lacework,new
nansh0u,new
megalodon,new
flint,new
bigboss,new
blackpink,new
babyshark,new
cider,new
snake,new
snakekeylogger,new
cryptowall,new
virusdoctor,new
coinvault,new
dircrypt,new
teslacrypt,new
teslaagent,new
hyperbro,new
ironman,new
driller,new
malumpos,new
eviltoss,new
bluebottle,new
surtr,new
miscrobackdoor,new
uboat,new
rabbit,new
getcrypt,new
stopdjvu,new
stopransomware,new
c0rpz,new
robotot,new
bandook,new
backspace,new
tinytrojan,new
remoteaccess,new
tbot,new
frutiyrat,new
sailinject,new
youtubeadblocker,new
proslikefan,new
seoulrat,new
moonwind,new
dropbook,new
clickbot,new
webcobra,new
molerats,new
mustangpanda,new
gerald,new
redlinestealer,new
darkleech,new
linkury,new
winvmxclient,new
braodrat,new
sakabota,new
icarus,new
typhonstealer,new
androidrat,new
fickerstealer,new
goldbrute,new
kandiru,new
ketrum,new
unruy,new
alkemade,new
aridviper,new
bankshot,new
coffeecryptonew,
cring,new
decaf,new
dexi,new
farfli,new
glueman,new
jrat,new
labyrinth,new
moreeggs,new
mudge,new
njworm,new
pincer,new
smoke,new
tavdig,new
tordal,new
usbferry,new
xscript,new
abcbot,new
baldr,new
bundlebot,new
coolrat,new
darkrat,new
darkspy,new
desertfalcon,new
disdainew,new
duststorm,new
fastflux,new
foudre,new
goldenrat,new
grandoreiro,new
greyenergy,new
hawkball,new
icefog,new
jackpos,new
kludge,new
lotusblossom,new
microsploit,new
miniasp,new
netspoof,new
ratankba,new
sefnit,new
shishiga,new
sigrun,new
strider,new
taskun,new
tldr,new
tusk,new
uppersilo,new
volgmer,new
warbird,new
wovano,new
zoxpng,new
zzzx,new
tycoon,new
blackkingdom,new
fuxsocy,new
hive,new
blackmatter,new
grifthorse,new
cchminer,new
bronzebutler,new
bronzeriverside,new
copperhedge,new
fin8,new
incontroller,new
keymarble,new
kobalos,new
lapissystem,new
mebromi,new
pandora,new
pwnpos,new
serket,new
smallpos,new
solarmarker,new
vsatap,new
wheedle,new
ghostemperor,new
arianarat,new
malwarefakeransom,new
